game_id,win,duration,avg_kda,avg_gold_per_min,avg_damage_champ_per_min,avg_vision_score,baron_kills,dragon_kills,tower_kills
3736833731,0,968,1.16,335.9132231404959,495.4834710743802,11.6,0,1,0
3736833731,1,968,5.946666666666667,411.19834710743805,674.2933884297521,12.6,0,1,1
3736837421,0,1740,1.5293650793650795,368.8551724137931,681.848275862069,23.6,0,0,4
3736837421,1,1740,3.847619047619048,435.35862068965514,895.2068965517241,27.0,1,3,9
3736958209,0,1645,0.7244444444444444,315.54528875379935,389.8431610942249,24.0,0,1,0
3736958209,1,1645,9.43,419.5185410334346,822.7331306990882,27.8,0,3,9
3736979614,0,2569,2.1329545454545453,360.78474114441417,1099.427014402491,37.0,0,4,3
3736979614,1,2569,3.3224242424242427,425.38575321136625,1071.6994939665237,43.4,2,3,10
3737006864,0,2041,2.0676495726495725,401.8030377266046,990.5556099951006,33.8,0,4,6
3737006864,1,2041,2.914285714285714,441.0367466927977,917.1268985791279,31.8,1,2,9
3737018402,0,1540,1.4293650793650794,371.3532467532467,543.4129870129871,20.6,0,1,5
3737018402,1,1540,4.24,438.5688311688311,851.9142857142857,16.4,0,3,9
3737038413,0,1621,1.4728571428571429,380.0394818013572,621.5496607032696,20.6,0,2,2
3737038413,1,1621,3.3177777777777777,438.47008019740895,722.7538556446638,21.8,1,1,9
3737039499,0,1895,1.9916666666666667,353.464907651715,709.8427440633246,31.0,0,3,3
3737039499,1,1895,4.320634920634921,398.5519788918206,796.0021108179419,31.2,0,2,8
3737060313,0,1656,3.4108333333333336,376.51449275362313,698.8768115942029,18.4,0,0,4
3737060313,1,1656,4.095238095238095,426.7971014492753,808.3550724637681,26.0,1,2,9
3737064558,0,1910,1.7791053391053389,354.78534031413614,671.1769633507854,26.6,0,2,4
3737064558,1,1910,8.426190476190476,408.6408376963351,843.662827225131,25.8,0,3,8
3737069973,0,1823,1.563095238095238,341.1014810751509,534.325836533187,31.2,0,2,1
3737069973,1,1823,3.4247619047619047,413.74657158529897,698.2446516730664,31.6,0,2,11
